Duracao,Qntd_Linhas,Qntd_Linhas_Filtrado,Testes,Submissoes,PP_Paste,PP_Delete,Linhas_Log,Nota
180944.166667,10.166667,5.666667,7.25,1.916667,0.015,0.233333,393.833333,0
185382.857143,8,7.285714,9.714286,3.857143,0.007143,0.174286,432.571429,8.57143
1271.5,5.5,5.5,10,1,0,0.18,427.5,0
48882.444444,15.222222,9.222222,15.222222,4.666667,0.007778,0.187778,545.222222,0
90864.8,12.6,10.2,11.2,3.6,0.028,0.118,389.6,6.66667
16928.666667,23.555556,18.444444,31.555556,7.888889,0.021111,0.237778,995.666667,0
2118,15,13,39.5,6.5,0.015,0.285,1321.5,0
7222.166667,14.833333,10.5,16.916667,3.25,0.015833,0.243333,394.833333,0
1806,9,9,36,4,0.005,0.255,645.5,0
102917.636364,17.090909,13,10.363636,1.545455,0.026364,0.190909,591.545455,0
210365.5,15,13,20,1.5,0.03,0.135,1250.5,0
59,27,11,2,0,0,0.45,44,0
1412,16,13,9,2,0.01,0.335,531,0
2853.5,16.5,13,16.5,5,0.015,0.22,776,0
3138,9,5,10,2,0,0.39,1277,0
8601.444444,15.777778,9.222222,6.444444,1.222222,0.027778,0.223333,119.333333,0
3138,11.5,10.5,31.5,9.5,0.005,0.21,811,0
2946,15,14.5,10.5,4,0.01,0.255,1108.5,0
2614,10.5,9,19,6.5,0,0.2,568.5,0
17597.181818,14.909091,13.272727,5.090909,4.545455,0.018182,0.083636,382.272727,0
4158.5,16,14,18.5,11,0,0.25,1014,0
4517,16.5,14.5,7,6,0.005,0.16,1144,0
64,17,6,0,0,0,0,13,0
1264,4,4,1,0,0,0.46,515,0
1109,12,7,14.333333,5,0,0.22,359.666667,3.33333
1882,9,8,5,0,0,0.32,593,0
1106,15,7.5,21.5,3.5,0,0.205,254,0
2732.5,15,14.5,24,7,0,0.285,1061.5,0
1141,1,1,0,0,0,0.49,159,0
776,6,5.5,5,1,0,0.23,317.5,0
1940,16,16,11,2,0.01,0.26,558,0
2659,16,15,9,2,0,0.28,919,0
178904.857143,2.5,2.071429,12.714286,3.142857,0.002143,0.217143,329.642857,0
210802.833333,13.083333,6.583333,25.5,4.166667,0.000833,0.264167,1407.333333,0
1724.5,11,8,6,1,0.01,0.27,1034.5,0
39228.666667,11.833333,10,17.833333,4.166667,0.013333,0.193333,577.5,1.66667
1511.5,14.5,10,28.5,11.5,0.015,0.22,778.5,0
18724.833333,21.166667,15.333333,34.333333,6.833333,0.008333,0.243333,1621.833333,6.66667
2090.5,17.5,16.5,32.5,11,0.015,0.185,1063,0
160770.333333,13.833333,10,14,2.166667,0.0075,0.281667,448.583333,0
156664,10.8,9.4,7.8,0.4,0.004,0.17,405,1.25
6393.5,26,22,48,2.5,0,0.215,2077,0
242.5,11,8.5,1,0,0,0.185,321.5,0
3296.5,14,11,34.5,2,0,0.255,2137.5,6.65
2257,20,12,20.5,2.5,0.005,0.185,1135.5,0
225557.8,23.2,15.7,9.1,2.3,0.006,0.251,603.8,0
1680,17,14.5,11.5,4,0.01,0.125,728.5,0
1174,22.333333,12.333333,13,2.666667,0.006667,0.273333,832.333333,0
150829.375,1.875,1.875,12.75,3.375,0.00375,0.25,196.375,5.71429
89408.166667,8.083333,6.5,9.833333,3.166667,0.004167,0.226667,645.333333,0
2332.5,7,6.5,39,2.5,0.01,0.23,1397.5,0
830.285714,10.857143,9.142857,15.285714,3.428571,0.01,0.178571,565.571429,6.66667
1778,15.5,14.5,37.5,6,0.01,0.23,945.5,0
144384,13,8.333333,15.333333,2,0,0.253333,484,0.833333
410,6,4.5,5,6.5,0,0.275,212,0
887,8.5,8.5,9.5,4,0.005,0.335,474,0
1679,16,14.5,20,3.5,0.01,0.135,962.5,0
293.3,1.9,1.9,2.9,1.3,0,0.171,68.1,5.71429
918.333333,7.25,5.916667,4.166667,2.166667,0,0.2225,371.083333,0
1038.5,7,7,9.5,1.5,0,0.205,462,0
1243.5,9,7.333333,6.333333,1.166667,0,0.216667,477,5.55556
2107,10.5,9,26,6,0,0.265,866.5,0
749.888889,21.222222,18.333333,7.888889,2.444444,0.011111,0.201111,563.222222,0
1638.5,16,15,7.5,2.5,0,0.245,972.5,0
36217.416667,12.75,10.5,5.166667,1.833333,0.0175,0.165833,130,0
1929.5,9,9,7,1.5,0.005,0.26,513.5,0
1258,10.333333,10.333333,3.333333,1.333333,0.003333,0.236667,336.666667,2.72727
1207.5,5.5,5,6,0.5,0,0.295,338,0
794.4,11.4,9.6,4.2,1.7,0.001,0.213,353.2,0
1349,19,16,11,6,0,0.2,640,0
2989,14.5,14,15,9.5,0,0.225,1135,0
216669,2.285714,1.928571,6.214286,3.357143,0.01,0.254286,140.714286,0
54037.5,12.5,6.5,7.833333,1.666667,0.001667,0.165833,304.916667,0
25027.285714,9.142857,7.714286,16.571429,4.857143,0,0.157143,304,0
2395.5,7,5,7,0.5,0,0.335,551.5,0
129858.333333,11.444444,9.111111,27.666667,9,0.026667,0.247778,689.444444,0
22686.666667,9.333333,8.333333,15,4.666667,0.003333,0.263333,669.333333,0
1683,12.5,9,33.5,7.5,0,0.22,1094.5,0
67387.333333,27.666667,20.888889,31,6.777778,0.012222,0.215556,1249.888889,0
2956,14,10,22.5,3,0,0.16,1575.5,0
37318,13.5,10.25,8.666667,2.583333,0.029167,0.231667,325.583333,0
5880,13,7,59,9,0,0.33,1781,0
2356,13,11.5,15.5,5,0.02,0.335,946,6.65
3023.5,24,19.5,17.5,10,0,0.235,1799.5,0
4159.5,15,13.5,13,9.5,0,0.19,934.5,0
17688.5,13.9,6.6,13.2,9.1,0.002,0.262,691,7.5
96312.444444,15.333333,9.222222,21,9.555556,0.02,0.286667,798.555556,0
1875,14,10,28.5,6,0.005,0.24,937,0
124850,26.555556,20.222222,23.222222,8.111111,0.044444,0.197778,745.888889,0
2420.5,23.5,14,30,7.5,0.005,0.24,2034.5,0
44685.5,15.083333,9.833333,7.333333,3.166667,0.039167,0.270833,322.583333,0
97573,9.2,8.4,5.2,1,0.018,0.232,400.8,1.25
2919,17,8.5,15,2,0.005,0.24,1060.5,0
248508.3,10.7,9.5,8.8,3.7,0.003,0.282,626.4,0
3123.5,18,14,25,10.5,0,0.24,1329,0
112141,22.7,16.5,9,3.1,0.042,0.222,526.5,0
3750.5,14.5,13.5,37,11,0,0.25,2179.5,0
883,8,6.5,19.5,4.5,0,0.14,763.5,0
340012,23.777778,12.666667,6.777778,2.666667,0.007778,0.13,696.222222,0
278344.666667,28.833333,17.666667,27,6.5,0.023333,0.13,1497.5,0
193.5,10.5,8.5,4.5,1,0,0.19,373.5,0
133432.5,27,17.5,13.166667,3.166667,0.006667,0.155,915.833333,0
222285.5,19.166667,12.166667,20.583333,4.166667,0.01,0.163333,447.833333,0
6516.625,15.25,12.5,26.125,2.75,0.00375,0.16125,636.25,0
164,10.5,10,9,2.5,0.01,0.095,217,0
165729.090909,14.363636,12.727273,51.272727,4.727273,0.000909,0.153636,944.727273,0
68374.2,12.2,11.6,21.8,4.8,0.004,0.194,431.8,0
1562.5,18,16.5,33.5,9,0.015,0.245,1073,8.35
56142.4,14.3,13.8,17.5,2.2,0.008,0.212,532.7,0
235900.6,11.8,11.8,30,3.4,0.012,0.178,500.4,0
525,17.5,17.5,7.5,1,0,0.165,531,0
189979.6,22.3,15.7,15.8,1.8,0.006,0.189,610.3,0
1105.666667,12,11,6,2.333333,0.006667,0.133333,189.333333,0
721,20,17,12.5,3.5,0.01,0.15,665,0
198860.714286,2.714286,2.142857,15.642857,4.214286,0.007857,0.283571,214.928571,0
229394.75,12.666667,6.666667,6.083333,1.166667,0.005833,0.313333,453.166667,0
148191.25,7.5,4.75,24.75,3,0.0025,0.2675,751.75,1.42857
532.5,8,6,5.5,1.5,0,0.215,248,0
84248.666667,16.666667,9.333333,21,4.111111,0.003333,0.27,825.222222,0
2096,12,10,16.5,2.5,0,0.27,699,0
808,11,11,7,1,0.01,0.16,434,1.66667
79087.444444,25.666667,19.222222,32.888889,8.777778,0.008889,0.274444,1408,0
2007.5,15,14.5,14,3,0.005,0.37,820.5,0
37882.916667,13.083333,9.75,17.833333,5.416667,0.005833,0.2725,407.083333,0
2580,10.5,9,13.5,2.5,0.005,0.31,681.5,0
3431,13.5,11,13.5,6,0.01,0.17,951,6.65
1891.5,11.5,10,2.5,4,0.01,0.295,397.5,0
83060.777778,5.888889,5.777778,8,4.111111,0.003333,0.417778,362.111111,0
68146.2,15.6,5.8,8.4,3.6,0.008,0.448,497.6,3.33333
3005,7,4,15,9,0,0.51,1554,0
1913.625,13.125,8.75,15.5,2.625,0.005,0.225,440.75,5.55556
3246,6,5,8.5,1,0.005,0.42,921.5,0
157168.222222,22.777778,15.777778,29.888889,4,0.008889,0.216667,1158.888889,2.22222
2683.5,11,8.5,14.5,0.5,0.01,0.335,1235.5,0
107891.416667,13.25,9.666667,16.916667,4.916667,0.001667,0.309167,484.833333,0
13656.5,7.5,7.5,21,2,0.005,0.235,647.5,0
124408.909091,16.272727,13.181818,15.545455,2.454545,0.001818,0.257273,1036.636364,0
213065,18.5,13.5,9,2.5,0.015,0.425,947.5,0
182439.9,12.1,9.5,11.4,5,0.003,0.226,467.2,0
1062,16,15,4,5,0,0.19,478,0
1884.5,16,14.5,22,4.5,0,0.355,873.5,0
3899,24,15.5,8.5,2.5,0.015,0.23,769.5,0
3208,11,9.5,12,0.5,0,0.34,1101.5,0
37263.25,20.5,16.5,24.75,5.25,0,0.2775,857.5,2.22222
36485.333333,11.583333,10.5,8.833333,1.333333,0,0.24,382.75,0
1847.5,14,8.5,23,1.5,0,0.28,949,0
41414.636364,15.636364,12.909091,10.545455,2.181818,0.030909,0.124545,425.454545,0
1110,7,6,4.5,0.5,0,0.32,602.5,0
153286.8,13.3,9.7,11.4,5.2,0,0.202,541.4,0
109.5,18,16,2,0.5,0.01,0.395,124.5,0
2430.5,14.5,10,10,9.5,0,0.22,829,0
1403.555556,18.777778,13.222222,7.555556,4.111111,0,0.192222,425.333333,0
306.5,3,3,2.5,2,0.005,0.05,88.5,1.42857
89.5,1,1,1,0.5,0,0.245,39,0
458,13,6,2,0,0,0.1,137,0
5259,11,11,20,2,0,0.18,1357,0
47561.571429,2.642857,2.214286,13.785714,6.071429,0.005714,0.125714,221.357143,0
252597.166667,11.916667,6.166667,40.5,4.25,0.004167,0.279167,916.166667,0
228063.714286,9.285714,7.857143,15.714286,1.857143,0.004286,0.167143,541.714286,0
2467.5,6.5,6.5,61.5,10,0,0.26,1397,0
218126,14,9.222222,22.555556,4.222222,0.001111,0.165556,747,0
121308.6,9.8,9,9.4,2.6,0.02,0.198,238.6,1.66667
1495,9.5,8,36.5,8,0,0.245,1324,0
90079,22.222222,18.888889,39.888889,8,0.004444,0.151111,1352.555556,0
82627.25,11.833333,10.083333,12.833333,1.583333,0.006667,0.213333,410.166667,9.16667
2468,9.5,8.5,4.5,0,0.005,0.265,805.5,0
54039,13.727273,12.818182,28.727273,2,0,0.162727,573.545455,0
207340,6,5.5,52,11,0,0.33,940,0
30955,14,10.6,21.1,2.1,0.004,0.188,343.9,0
1592.5,13.5,13.5,11.5,2,0,0.205,843.5,0
228371.9,21,16.2,54,5.2,0.004,0.232,834.1,0
2214,14,14,14,2.5,0,0.185,931.5,0
4778,9.5,9.5,1.5,0.5,0.035,0.155,111,0
159965.571429,2.857143,2.142857,21.642857,11.571429,0.026429,0.128571,270.785714,0
2852,10,6,42,7,0,0.235,1327.5,0
2935,13.5,9,16.5,2,0,0.255,817.5,0
1963,15,14.5,52,8.5,0.005,0.23,978,0
1822.5,10,9,12.5,5.5,0,0.205,498,0
39770.363636,14.272727,12.909091,10.454545,3.727273,0.022727,0.169091,377.363636,0
1370.5,13.5,9.5,2.5,1,0,0.25,540.5,0
1920.5,21,20.5,9.5,5,0.01,0.155,778.5,0
1705.5,17,14.5,13,6.5,0,0.175,847.5,0
32566.4,1.9,1.7,2.6,1.8,0.009,0.159,60.8,5.71429
34622.416667,8.5,6.25,6.083333,5.666667,0.045833,0.184167,247.25,0
2313,12.5,6,17,9,0,0.21,850,0
705.111111,13,9.333333,10,10.222222,0.016667,0.123333,263.777778,8.88889
111399.8,11,8.4,6.4,4.2,0.024,0.21,179.2,4.16667
1640.5,4.5,4,14.5,5,0,0.19,390.5,0
14166.272727,12.909091,11.545455,8.636364,3.818182,0.015455,0.21,357,8.18182
2468,9,8,45,9,0,0.34,1309,0
1890.5,16.5,13,15,0.5,0,0.24,904.5,0
3244,17,14.5,42.5,9,0,0.18,958.5,0
34459.5,10.333333,5.083333,9.75,4.666667,0,0.195833,412.666667,5.83333
105,1,1,0,0,0,0.34,70,0
2473,8,7,15.5,2.5,0,0.27,1169.5,0
152005.5,14.625,8.875,18.125,3.75,0,0.18,688.625,6.66667
2920,15.5,8.5,9.5,1,0,0.255,1031,0
3170,12.5,9.5,11,1,0,0.145,1401,0
1511,6,5.5,2.5,0.5,0,0.485,916.5,0
1623.5,6.5,5,18,2,0,0.15,759.5,0
2406,19,16,18,4,0.01,0.17,955,0
3141.5,15,13.5,14.5,5,0.005,0.15,1160,0
70301.909091,2.727273,2.181818,4.454545,3,0,0.216364,128.818182,0
149113.428571,16,6.142857,15.428571,2.714286,0.002857,0.287143,778.428571,0
325012.111111,17.444444,9.333333,17.111111,5.666667,0.022222,0.186667,763.777778,0
3624.5,14,10,24,1.5,0,0.185,1479.5,0
55571,25.555556,18.777778,14,2.555556,0.023333,0.221111,776.555556,0
45032.833333,13.166667,10.166667,7.25,1.583333,0.029167,0.1425,358,0
2224.5,11,6,2.5,0,0,0.245,851.5,0
148685.272727,14.909091,13.181818,9.090909,1.636364,0.020909,0.118182,510.272727,9.09091
1429.5,17,13.5,29.5,6,0,0.265,1268.5,8.35
164080.8,11.9,9.6,14.8,3.8,0.002,0.219,475.4,0
3391,22,19.5,6,1.5,0,0.26,588.5,0
3351.5,17,13.5,24.5,9,0,0.235,1620,0
12455.428571,2.428571,2.071429,6.285714,2.5,0.001429,0.189286,108.642857,8.57143
36328,11.5,6.333333,9.583333,2.166667,0.001667,0.213333,367.083333,0
369,5,5,7,3,0,0.08,244,0
2689,8.5,8,25.5,2.5,0.005,0.21,967,0
1014,13.333333,9,11.888889,2.666667,0.003333,0.182222,478,0
868,10,9.666667,6.333333,2.333333,0.013333,0.176667,367,3.33333
655.5,16,13.5,8,2,0,0.15,496.5,0
38186.888889,34.111111,29.222222,35.777778,8.333333,0.002222,0.163333,1972.888889,0
906,20,18,5,1,0,0.15,846,1.66667
51051.75,13.416667,11.083333,19.416667,1.916667,0.000833,0.240833,774.833333,9.16667
1757,9,9,34,3,0,0.28,1133,1.25
805.5,12.5,12.5,14.5,1.5,0.005,0.15,658.5,0
99367.8,18,15.2,19.1,2.4,0.002,0.216,1252.4,7.57273
1609.5,19,17.5,31.5,5.5,0,0.245,1203.5,0
64016.3,17,14.7,11.6,3.1,0.001,0.205,787.8,0
1074,28,24.5,8.5,1.5,0,0.16,687,0
5708.444444,21.333333,16.111111,12.111111,2.555556,0.001111,0.191111,696.333333,0
888.5,15,15,26,5,0,0.15,675,0
70460.666667,11.416667,5.5,4.333333,1.666667,0,0.2725,502.583333,6.66667
2972,14,10,20.5,2,0,0.355,1142.5,0
123625.5,23.25,16.125,40,5.625,0.01125,0.33375,1463.25,6.66667
3144,16,14.5,39,7,0.005,0.37,1327,0
95382.555556,11.555556,8.777778,11,3,0,0.25,387.444444,5.275
772,12,10,14,0,0,0.3,723,0
1333,5,4,19,2,0.01,0.42,547,0
115,4,2,0,0,0,0.09,43,0
11933,10.666667,5.333333,0.333333,0,0.01,0.273333,201.333333,0
374.5,3,3,4.5,2,0,0.165,89,1.42857
2404,14,7,8,1.5,0.005,0.335,622.5,0
2575,5.5,5.5,10.5,0.5,0.005,0.235,762.5,0
1173.5,3,3,2.5,0,0,0.175,237,0
40935,15.909091,12.909091,6.727273,1.727273,0.05,0.092727,240.909091,9.09091
2259.5,3,2.5,9.5,0.5,0,0.35,540.5,0
302122,5,4.5,5,2,0,0.26,324,1.42857
284,12.083333,6.5,3.25,1.916667,0.004167,0.16,272.833333,0
875,8.833333,6.333333,8.833333,3.666667,0,0.171667,376,5.71429
67634.444444,14.222222,9.222222,8.222222,2,0.003333,0.161111,453.555556,0
60180.833333,15.166667,12.833333,6,1.666667,0.003333,0.111667,387,8.33333
736,12.5,10.5,6,1.5,0,0.19,295,0
236252.888889,25.888889,20.777778,29.555556,8.111111,0.008889,0.248889,1251.111111,0
98824,15.5,13.5,20,8.5,0.02,0.2,1064.5,1.66667
2792,18,15,18,5,0.01,0.28,709.5,1.65
341353.727273,15.727273,14.545455,10.454545,2.545455,0.005455,0.142727,475.272727,0
55303.6,9.4,8,9.2,1.4,0,0.124,316.4,0
1108.5,12,10,2.5,0.5,0.015,0.345,490.5,0
1309.5,16,13.5,9.5,3,0,0.23,647,0
1648.5,18.5,15,7.5,5.5,0.005,0.25,619,0
18629.428571,2.5,2.071429,5.142857,1.285714,0.003571,0.192857,197.428571,0
210503.166667,14.916667,6.166667,14.916667,4,0,0.213333,884.583333,0
1538.5,11.25,6.75,10,1.25,0,0.205,662.75,4.28571
640.5,9,6,5,1,0,0.12,444,0
12244.777778,15.555556,8.333333,22.444444,5.222222,0.001111,0.256667,1021.555556,0
348,13,10,0,0,0.02,0.17,402,0
1025.5,9.5,7.5,34,10.5,0,0.16,556.5,0
1715,15,8,29,7,0,0.09,962,1.66667
1293.5,15,12.5,37.5,9.5,0,0.13,1202,0
70825.416667,17.5,9.666667,42.083333,2.166667,0.001667,0.225,1167.416667,0
2784,13,12,32,1.5,0,0.235,1184.5,6.65
177626,14.909091,12.272727,10.636364,2.454545,0,0.142727,718,0
3722.25,7.5,5.5,16,1.25,0,0.1675,594.75,0
214631.7,16.3,12.3,14,1.6,0,0.161,836.1,0
411,14.5,12,3.5,1,0.005,0.135,182.5,0
128765.642857,2.428571,2.071429,7,2.857143,0.007143,0.15,128,0
150862.916667,11.5,6.333333,8.5,4.833333,0.02,0.104167,306.833333,0
85455.555556,13,9.222222,5.222222,4.111111,0.016667,0.19,279.777778,0
1805.333333,7,6.666667,10.666667,0.666667,0,0.17,635.666667,0
628.5,8,8,4,1,0,0.16,404.5,0
100451.111111,23.888889,19.111111,40.333333,12.111111,0.008889,0.182222,831,0
825,10,10,0,0,0,0.24,462,0
2838,16,16,26.5,10.5,0.005,0.255,1494,0
1742.5,3.5,3,14,2,0.02,0.23,981,0
615.5,16.5,14,11.5,3,0.01,0.26,356,6.65
2477,14,12,17,9,0.005,0.24,1109,0
55784.142857,2.5,2.071429,4.142857,2.285714,0.004286,0.232143,87.5,0
281808.083333,12.75,6.333333,7.75,2.833333,0.005,0.296667,469.5,0
1783.5,9,5.5,19.5,0.5,0,0.25,1178.5,0
76698.888889,15.333333,9,23.222222,7.444444,0.001111,0.215556,748.777778,0
876,11.5,9,6.5,0.5,0.005,0.12,740,1.66667
174451.555556,26.666667,19.444444,27.111111,5.777778,0.038889,0.153333,1321.666667,0
59594,19,16,29,1,0,0.22,1662,0
2255,20.5,16,28,3,0.01,0.22,1539,0
280949.666667,16.333333,11.583333,11,2.833333,0.016667,0.341667,233.25,0
2958,13,10,49,8,0,0.22,1606,1.65
64424.363636,15.727273,12.818182,7.545455,1.454545,0.026364,0.112727,885.909091,0
1978.5,16,13.5,31,4,0.01,0.2,1066,0
3082.25,11.5,11,24,5.5,0.005,0.16,839.25,0
3070,17.5,15.5,20,2,0.005,0.23,1652,0
61128.8,25.9,20.6,10.7,1.8,0.032,0.164,541.7,0
1767.5,17,15.5,30,5,0.01,0.19,911,8.35
327.428571,2.5,2.071429,3.071429,1.214286,0,0.111429,81.214286,0
15171.916667,11.25,6.083333,8.166667,2,0.000833,0.208333,483.25,0
62283.714286,8.428571,6,9.142857,1.571429,0.002857,0.158571,446.714286,0
100213.333333,15.555556,9.555556,24.444444,5.666667,0.002222,0.193333,815.333333,0
100678.833333,15.333333,12.333333,20.333333,3.166667,0.018333,0.163333,1063,0
2431.5,14.5,11,21,2,0.005,0.19,1289,0
211772.111111,26.666667,19.888889,23,4.888889,0.022222,0.148889,1130.888889,0
923.25,16.75,14.5,3.5,0.5,0.005,0.1875,1033.25,3.33333
2112,19,16.5,34,5.5,0,0.215,1146,0
254,15.916667,11.416667,7.333333,2.833333,0.005833,0.151667,262.416667,0
158,18,14,6,0,0.01,0.2,143,0
2270,15.5,11.5,18.5,0.5,0.005,0.155,998.5,0
2863,14,12,33.5,11.5,0,0.21,1355,3.35
220096.8,13,9.8,5.2,1,0.002,0.174,506,0
2907.5,16,13,13.5,3.5,0.005,0.235,1323.5,0
2734,18,13,39.5,7,0,0.22,1313,0
122343.5,2.428571,2.071429,5.5,3.571429,0.006429,0.205,57.214286,9.28571
56357.25,11.416667,6.333333,14.25,5.083333,0.0025,0.290833,461.833333,0
49575,5.333333,5.333333,14.666667,6,0,0.22,438.666667,4.28571
3143,8,4.5,40.5,0.5,0,0.28,1214,0
2740,14.5,11,54,11,0,0.195,1075.5,0
408,8.5,6.5,0,0,0,0.13,314.5,0
230,7,3.5,0,0,0,0.235,126,0
276389.785714,2.285714,1.857143,7.5,5.285714,0.000714,0.227857,322.642857,0
246046,10.727273,6.272727,9.909091,7.818182,0,0.188182,809.545455,5.83333
2363,6.5,6.5,29.5,7.5,0,0.205,628,0
342283.111111,14.333333,9.222222,29.444444,9.222222,0,0.318889,1236.777778,0
2949.5,11,8,15,2,0,0.22,1026,0
219113.333333,26.222222,21.555556,27.444444,6.444444,0.003333,0.286667,1598.888889,0
91059.666667,15.166667,13.166667,14,3.166667,0.005,0.223333,801,6.66667
1971.5,15.5,14.5,35,8,0.01,0.275,1355,0
215063.25,14.75,11.583333,9.166667,1.75,0.0125,0.304167,353.75,0
1936,9,9,12,0,0,0.09,335,0
2753.5,8.5,7.5,6.5,1.5,0,0.245,553,1.65
181138.636364,15.181818,13.636364,13.727273,2.454545,0.003636,0.286364,559.545455,0
1133,5.666667,4.666667,12,0.666667,0,0.196667,503,0
1801,24.5,23,12.5,3,0.01,0.335,1172.5,0
336253.8,12.5,10.6,12.5,2.2,0.006,0.225,567,0
5545.4,5.8,5.4,7.6,1.2,0.012,0.202,279,0
2923.5,9.5,8.5,14,1,0,0.24,604.5,0
91991.7,24.3,17.5,8.9,3.9,0.002,0.235,511.3,0
213023.5,10.5,7.5,6.5,4,0.015,0.32,422,0
2874.5,13,11,17,1.5,0.005,0.255,932,0
43062.428571,2.428571,2.071429,3,1.714286,0,0.216429,109.214286,0
29024.666667,10,6.083333,4.416667,2.833333,0.000833,0.2225,348.833333,0
600.333333,5.333333,5.333333,12.333333,3,0,0.206667,409.666667,4.28571
2769,6.5,6,26,5.5,0,0.29,672.5,0
62219.111111,13.555556,8.777778,18.222222,4.777778,0.001111,0.25,762.111111,0
174599,15,13,30,11,0,0.12,1319,0
2987,11,10,51.5,10.5,0,0.3,979.5,0
63832.222222,24.555556,21.333333,28.777778,5.666667,0,0.183333,1609.111111,0
2534.5,18,16.5,17,2.5,0,0.215,1448,0
1705,11.5,10,8.5,0.5,0,0.185,451.5,0
53008,12.818182,12.545455,8,3.727273,0.001818,0.18,574.181818,0
1626,9,7,28.5,2.5,0,0.175,987.5,0
40859.3,25.6,21.4,4.5,2.4,0.012,0.184,541,0
2253.5,14.5,13.5,33,11,0.005,0.225,839,6.65
316.642857,2.5,2.071429,3.928571,3,0,0.183571,133.285714,0
6858.5,13.666667,6.416667,7,2.333333,0,0.2375,375.75,0
76299.142857,8.714286,5.428571,13.714286,6.285714,0,0.2,613.142857,0
34385.222222,17,9.555556,20.444444,8,0.001111,0.254444,800.111111,0
103297.833333,14.333333,11.333333,24.833333,5.666667,0.028333,0.125,661.166667,0
903,12.5,8.5,19,5,0,0.255,767,0
87461.333333,25.333333,20.777778,34.555556,8,0.002222,0.227778,2345.555556,0
8515.833333,18.166667,15.333333,19,2.5,0.005,0.186667,1017.333333,0
1434,18.5,13,21.5,3,0,0.15,1259.5,0
137513.166667,13.916667,9.833333,33.333333,4.083333,0.001667,0.274167,1242.583333,0
18815,17.6,10.8,20,1.2,0.002,0.26,1715.4,0
596,29,23.5,5,1,0,0.145,774.5,0
38926.6,17.3,13.1,25,4.6,0,0.207,748.7,0
40299.2,13,10.8,19.2,3.4,0.002,0.228,897.6,0
334.5,22,18.5,4.5,1,0,0.175,485.5,0
88897.8,26.9,19.9,10.3,2.8,0.017,0.19,679.3,0
19296.666667,14,11,9,6,0,0.17,687.666667,0
9805.142857,3.071429,2.5,4.5,4.642857,0.012857,0.173571,140.142857,0
44726.083333,11.5,6.333333,12.166667,2.666667,0,0.218333,673.416667,0
18792,8.285714,6.428571,14.857143,2.285714,0,0.19,700.714286,0
2569,7,6,27,2,0,0.235,865,0
95902.444444,13.333333,8.777778,16.666667,3.888889,0.001111,0.222222,784.333333,0
597.5,13,10,8,2,0,0.145,730.5,0
200531.555556,28.888889,20.111111,23.222222,5.222222,0.002222,0.177778,1777.777778,0
68815.166667,18,14.166667,13,2.333333,0.001667,0.155,978.833333,0
1991.5,18.5,16,13.5,0.5,0,0.145,2112.5,0
83313.666667,15,10.083333,20.666667,2.416667,0.001667,0.2475,923.083333,0
2833,10,8.5,29,0,0.005,0.22,1010.5,0
127724.454545,16.636364,12.909091,12.181818,1.545455,0,0.175455,1307.909091,0
1276.5,13.25,9.75,18,1.5,0,0.1925,694.5,0
2624.5,21,19,16,2,0,0.215,1303,0
53819.7,17.5,13.3,17.8,1.7,0,0.17,870.3,0
27116,14.2,11.2,6.8,1.6,0.002,0.178,462.8,0
43451.8,27,19.8,8.9,1.1,0.001,0.148,660.9,0
17601.333333,14.333333,11,14,3,0,0.146667,1075.333333,0
1919,20.5,16,7,1,0,0.135,800.5,0
43213.5,2.5,2.071429,4.142857,3.357143,0.006429,0.183571,94.857143,0
2042.181818,10.909091,5.181818,7,3,0.000909,0.16,225.636364,8.33333
2109,6.333333,4.333333,24.333333,2,0,0.213333,524.333333,2.85714
2293.5,10.5,7,10.5,1,0,0.13,470.5,0
85,1,1,0,0,0,0.33,43,0
2144,14,11,20,1.5,0,0.295,794.5,0
1249,13.5,11,4,0.5,0,0.175,466,1.66667
1639.5,17.5,14.5,19,4,0.01,0.3,756.5,0
338,8,4,1,0,0.01,0.17,183,0
451,8,5,0,0,0,0.16,146,0
1509.5,10,6,3,0.5,0,0.205,303.5,0
977.5,16,12.5,6,1.5,0.005,0.18,375.5,0
1867.5,17.5,11,11,2,0,0.145,603.5,0
296.214286,2.642857,2.142857,2.571429,3.214286,0.005,0.224286,91.785714,0
1075.5,9.666667,6.166667,7.5,2.416667,0,0.1925,377.25,0
21787.571429,8.142857,6.571429,11,2.285714,0,0.25,597.571429,0
653.5,13,9,5,1,0,0.24,758,0
207933,33.555556,22.555556,29.111111,7.444444,0.003333,0.217778,2179.777778,0
112712.833333,18,14.833333,21.833333,5.5,0.001667,0.191667,1200.5,0
338437.333333,14.166667,9.166667,32.166667,3.333333,0,0.245,1312.916667,0
318,10,8,3,0,0,0.24,461,0
2035.5,16,13.5,27,5.5,0,0.2,1911.5,0
67631.454545,18.818182,12.818182,26.090909,5.545455,0,0.211818,1215.181818,0
4424,14.2,9.6,34.8,4.2,0,0.254,1825.4,0
69174.4,14.8,10.8,30.2,4,0.002,0.228,1497.8,0
296,21.5,17.5,9.5,3.5,0,0.155,482,0
231801.5,25.4,19.7,13.3,6.9,0.002,0.217,906.5,0
34259.666667,14.333333,10.666667,10.666667,8.333333,0,0.156667,1158.666667,0
2037,23,15,33,5.5,0,0.19,1477.5,6.65
16563.214286,2.5,2.071429,4.214286,3.142857,0,0.211429,165.785714,0
